fips,state,year,month,civil_noninstitutionalpop,laborforce,percentlaborforce,totalemploy,peremploy,totalunemploy,unemployrate
46,South Dakota,1990,4,"500,000","345,782",69.2,"332,447",66.5,"13,335",3.9
47,Tennessee,1990,4,"3,751,000","2,398,985",64,"2,277,386",60.7,"121,599",5.1
48,Texas,1990,4,"12,573,000","8,581,401",68.3,"8,045,204",64,"536,197",6.2
49,Utah,1990,4,"1,149,000","815,694",71,"779,228",67.8,"36,466",4.5
50,Vermont,1990,4,"428,000","306,406",71.6,"292,164",68.3,"14,242",4.6
51,Virginia,1990,4,"4,643,000","3,229,005",69.5,"3,102,972",66.8,"126,033",3.9
53,Washington,1990,4,"3,664,000","2,529,918",69,"2,399,246",65.5,"130,672",5.2
54,West Virginia,1990,4,"1,395,000","758,521",54.4,"699,900",50.2,"58,621",7.7
55,Wisconsin,1990,4,"3,670,000","2,583,849",70.4,"2,479,166",67.6,"104,683",4.1
56,Wyoming,1990,4,"329,000","236,326",71.8,"223,818",68,"12,508",5.3
1,Alabama,1990,5,"3,066,010","1,908,621",62.3,"1,782,139",58.1,"126,482",6.6
2,Alaska,1990,5,"370,957","267,756",72.2,"248,598",67,"19,158",7.2
4,Arizona,1990,5,"2,770,919","1,789,205",64.6,"1,693,516",61.1,"95,689",5.3
5,Arkansas,1990,5,"1,778,059","1,130,519",63.6,"1,054,168",59.3,"76,351",6.8
6,California,1990,5,"22,568,458","15,170,519",67.2,"14,350,071",63.6,"820,448",5.4
37,Los Angeles County,1990,5,"6,753,545","4,516,503",66.9,"4,266,176",63.2,"250,327",5.5
8,Colorado,1990,5,"2,483,888","1,758,347",70.8,"1,665,740",67.1,"92,607",5.3
9,Connecticut,1990,5,"2,574,315","1,823,302",70.8,"1,730,171",67.2,"93,131",5.1
10,Delaware,1990,5,"511,380","358,308",70.1,"344,627",67.4,"13,681",3.8
11,District of Columbia,1990,5,"486,828","330,602",67.9,"310,285",63.7,"20,317",6.1
12,Florida,1990,5,"10,239,776","6,460,750",63.1,"6,080,536",59.4,"380,214",5.9
13,Georgia,1990,5,"4,862,054","3,282,591",67.5,"3,111,624",64,"170,967",5.2
15,Hawaii,1990,5,"807,656","548,417",67.9,"533,300",66,"15,117",2.8
16,Idaho,1990,5,"726,001","491,870",67.8,"464,782",64,"27,088",5.5
17,Illinois,1990,5,"8,683,245","5,940,057",68.4,"5,586,619",64.3,"353,438",6
18,Indiana,1990,5,"4,174,837","2,813,235",67.4,"2,668,038",63.9,"145,197",5.2
19,Iowa,1990,5,"2,086,641","1,447,099",69.4,"1,384,227",66.3,"62,872",4.3
20,Kansas,1990,5,"1,822,059","1,268,998",69.6,"1,216,370",66.8,"52,628",4.1
21,Kentucky,1990,5,"2,795,249","1,754,965",62.8,"1,654,758",59.2,"100,207",5.7
22,Louisiana,1990,5,"3,069,106","1,859,449",60.6,"1,751,686",57.1,"107,763",5.8
23,Maine,1990,5,"938,884","631,759",67.3,"601,957",64.1,"29,802",4.7
24,Maryland,1990,5,"3,686,123","2,583,588",70.1,"2,480,276",67.3,"103,312",4
25,Massachusetts,1990,5,"4,716,950","3,215,996",68.2,"3,025,421",64.1,"190,575",5.9
26,Michigan,1990,5,"7,005,499","4,611,968",65.8,"4,276,224",61,"335,744",7.3
27,Minnesota,1990,5,"3,266,425","2,389,920",73.2,"2,279,886",69.8,"110,034",4.6
28,Mississippi,1990,5,"1,891,509","1,182,213",62.5,"1,096,272",58,"85,941",7.3
29,Missouri,1990,5,"3,857,908","2,595,619",67.3,"2,458,046",63.7,"137,573",5.3
30,Montana,1990,5,"594,831","400,815",67.4,"377,676",63.5,"23,139",5.8
31,Nebraska,1990,5,"1,161,219","823,825",70.9,"804,866",69.3,"18,959",2.3
32,Nevada,1990,5,"933,628","665,945",71.3,"635,957",68.1,"29,988",4.5
33,New Hampshire,1990,5,"847,479","621,084",73.3,"587,021",69.3,"34,063",5.5
34,New Jersey,1990,5,"6,042,891","4,054,995",67.1,"3,864,308",63.9,"190,687",4.7
35,New Mexico,1990,5,"1,116,061","713,248",63.9,"667,544",59.8,"45,704",6.4
36,New York,1990,5,"14,080,404","8,830,520",62.7,"8,383,653",59.5,"446,867",5.1
51000,New York city,1990,5,"5,853,250","3,335,821",57,"3,117,098",53.3,"218,723",6.6
37,North Carolina,1990,5,"5,087,435","3,478,025",68.4,"3,347,471",65.8,"130,554",3.8
38,North Dakota,1990,5,"463,360","316,591",68.3,"303,844",65.6,"12,747",4
39,Ohio,1990,5,"8,221,647","5,420,113",65.9,"5,122,019",62.3,"298,094",5.5
40,Oklahoma,1990,5,"2,344,944","1,525,763",65.1,"1,442,728",61.5,"83,035",5.4
41,Oregon,1990,5,"2,187,352","1,484,685",67.9,"1,405,913",64.3,"78,772",5.3
42,Pennsylvania,1990,5,"9,201,050","5,828,138",63.3,"5,526,042",60.1,"302,096",5.2
44,Rhode Island,1990,5,"776,441","524,640",67.6,"492,738",63.5,"31,902",6.1
45,South Carolina,1990,5,"2,604,890","1,741,212",66.8,"1,661,096",63.8,"80,116",4.6
46,South Dakota,1990,5,"500,444","346,239",69.2,"332,933",66.5,"13,306",3.8
47,Tennessee,1990,5,"3,758,975","2,399,956",63.8,"2,277,003",60.6,"122,953",5.1
48,Texas,1990,5,"12,579,007","8,594,032",68.3,"8,056,920",64.1,"537,112",6.2
49,Utah,1990,5,"1,154,242","818,497",70.9,"781,955",67.7,"36,542",4.5
50,Vermont,1990,5,"429,122","305,876",71.3,"291,380",67.9,"14,496",4.7
51,Virginia,1990,5,"4,647,638","3,236,347",69.6,"3,105,910",66.8,"130,437",4
53,Washington,1990,5,"3,666,216","2,529,907",69,"2,399,948",65.5,"129,959",5.1
54,West Virginia,1990,5,"1,396,382","759,530",54.4,"699,908",50.1,"59,622",7.8
55,Wisconsin,1990,5,"3,672,277","2,582,070",70.3,"2,477,374",67.5,"104,696",4.1
56,Wyoming,1990,5,"329,107","236,089",71.7,"223,680",68,"12,409",5.3
1,Alabama,1990,6,"3,073,813","1,908,506",62.1,"1,782,076",58,"126,430",6.6
2,Alaska,1990,6,"369,948","268,474",72.6,"249,259",67.4,"19,215",7.2
4,Arizona,1990,6,"2,770,703","1,791,913",64.7,"1,696,799",61.2,"95,114",5.3
5,Arkansas,1990,6,"1,781,471","1,129,669",63.4,"1,052,745",59.1,"76,924",6.8
6,California,1990,6,"22,574,549","15,166,885",67.2,"14,326,719",63.5,"840,166",5.5
37,Los Angeles County,1990,6,"6,743,054","4,507,005",66.8,"4,255,906",63.1,"251,099",5.6
8,Colorado,1990,6,"2,481,865","1,763,257",71,"1,670,290",67.3,"92,967",5.3
9,Connecticut,1990,6,"2,575,778","1,825,280",70.9,"1,731,696",67.2,"93,584",5.1
10,Delaware,1990,6,"511,456","357,916",70,"343,912",67.2,"14,004",3.9
11,District of Columbia,1990,6,"488,194","329,681",67.5,"308,882",63.3,"20,799",6.3
12,Florida,1990,6,"10,236,131","6,469,062",63.2,"6,083,392",59.4,"385,670",6
13,Georgia,1990,6,"4,868,065","3,288,318",67.5,"3,112,603",63.9,"175,715",5.3
15,Hawaii,1990,6,"809,787","550,539",68,"535,577",66.1,"14,962",2.7
16,Idaho,1990,6,"726,001","491,049",67.6,"463,678",63.9,"27,371",5.6
17,Illinois,1990,6,"8,695,493","5,936,142",68.3,"5,577,034",64.1,"359,108",6
18,Indiana,1990,6,"4,186,404","2,805,436",67,"2,661,450",63.6,"143,986",5.1
19,Iowa,1990,6,"2,088,969","1,449,079",69.4,"1,385,935",66.3,"63,144",4.4
20,Kansas,1990,6,"1,824,071","1,271,252",69.7,"1,217,734",66.8,"53,518",4.2
21,Kentucky,1990,6,"2,800,299","1,754,568",62.7,"1,653,730",59.1,"100,838",5.7
22,Louisiana,1990,6,"3,077,128","1,863,447",60.6,"1,752,942",57,"110,505",5.9
23,Maine,1990,6,"939,861","632,516",67.3,"601,419",64,"31,097",4.9
24,Maryland,1990,6,"3,686,948","2,589,692",70.2,"2,480,446",67.3,"109,246",4.2
25,Massachusetts,1990,6,"4,719,940","3,215,208",68.1,"3,018,165",63.9,"197,043",6.1
26,Michigan,1990,6,"7,012,199","4,610,165",65.7,"4,275,085",61,"335,080",7.3
27,Minnesota,1990,6,"3,269,110","2,393,436",73.2,"2,282,029",69.8,"111,407",4.7
28,Mississippi,1990,6,"1,897,611","1,181,088",62.2,"1,095,280",57.7,"85,808",7.3
29,Missouri,1990,6,"3,862,489","2,599,536",67.3,"2,459,431",63.7,"140,105",5.4
30,Montana,1990,6,"594,798","397,458",66.8,"373,938",62.9,"23,520",5.9
31,Nebraska,1990,6,"1,162,463","824,581",70.9,"805,631",69.3,"18,950",2.3
32,Nevada,1990,6,"934,554","669,092",71.6,"638,400",68.3,"30,692",4.6
33,New Hampshire,1990,6,"849,574","620,901",73.1,"586,277",69,"34,624",5.6
34,New Jersey,1990,6,"6,051,069","4,058,159",67.1,"3,863,524",63.8,"194,635",4.8
35,New Mexico,1990,6,"1,116,273","714,298",64,"668,343",59.9,"45,955",6.4
36,New York,1990,6,"14,090,485","8,828,555",62.7,"8,378,607",59.5,"449,948",5.1
51000,New York city,1990,6,"5,857,080","3,333,586",56.9,"3,113,656",53.2,"219,930",6.6
37,North Carolina,1990,6,"5,093,923","3,479,808",68.3,"3,345,372",65.7,"134,436",3.9
38,North Dakota,1990,6,"464,432","317,000",68.3,"304,189",65.5,"12,811",4
39,Ohio,1990,6,"8,235,576","5,421,950",65.8,"5,122,423",62.2,"299,527",5.5
40,Oklahoma,1990,6,"2,345,133","1,525,159",65,"1,441,748",61.5,"83,411",5.5
41,Oregon,1990,6,"2,188,623","1,489,648",68.1,"1,408,525",64.4,"81,123",5.4
42,Pennsylvania,1990,6,"9,208,660","5,821,366",63.2,"5,515,420",59.9,"305,946",5.3
44,Rhode Island,1990,6,"776,930","525,371",67.6,"492,136",63.3,"33,235",6.3
45,South Carolina,1990,6,"2,610,868","1,745,222",66.8,"1,663,115",63.7,"82,107",4.7
46,South Dakota,1990,6,"500,533","346,692",69.3,"333,426",66.6,"13,266",3.8
47,Tennessee,1990,6,"3,764,570","2,399,487",63.7,"2,275,161",60.4,"124,326",5.2
48,Texas,1990,6,"12,583,608","8,603,974",68.4,"8,065,550",64.1,"538,424",6.3
49,Utah,1990,6,"1,157,691","821,229",70.9,"784,814",67.8,"36,415",4.4
50,Vermont,1990,6,"430,146","305,185",70.9,"290,470",67.5,"14,715",4.8
51,Virginia,1990,6,"4,652,766","3,244,518",69.7,"3,107,995",66.8,"136,523",4.2
53,Washington,1990,6,"3,666,459","2,528,212",69,"2,399,046",65.4,"129,166",5.1
54,West Virginia,1990,6,"1,399,259","760,677",54.4,"699,351",50,"61,326",8.1
55,Wisconsin,1990,6,"3,672,733","2,581,916",70.3,"2,475,686",67.4,"106,230",4.1
56,Wyoming,1990,6,"329,129","235,864",71.7,"223,491",67.9,"12,373",5.2
1,Alabama,1990,7,"3,080,615","1,908,634",62,"1,781,458",57.8,"127,176",6.7
2,Alaska,1990,7,"368,940","269,122",72.9,"249,818",67.7,"19,304",7.2
4,Arizona,1990,7,"2,770,487","1,793,639",64.7,"1,699,039",61.3,"94,600",5.3
5,Arkansas,1990,7,"1,783,882","1,129,604",63.3,"1,051,978",59,"77,626",6.9
6,California,1990,7,"22,577,641","15,160,563",67.1,"14,295,637",63.3,"864,926",5.7
37,Los Angeles County,1990,7,"6,731,963","4,497,537",66.8,"4,241,987",63,"255,550",5.7
8,Colorado,1990,7,"2,479,843","1,768,065",71.3,"1,675,055",67.5,"93,010",5.3
9,Connecticut,1990,7,"2,577,242","1,826,684",70.9,"1,732,630",67.2,"94,054",5.1
10,Delaware,1990,7,"512,532","357,644",69.8,"343,089",66.9,"14,555",4.1
11,District of Columbia,1990,7,"489,559","328,920",67.2,"307,690",62.9,"21,230",6.5
12,Florida,1990,7,"10,232,487","6,477,033",63.3,"6,084,167",59.5,"392,866",6.1
13,Georgia,1990,7,"4,875,076","3,293,139",67.6,"3,112,180",63.8,"180,959",5.5
15,Hawaii,1990,7,"811,918","552,429",68,"537,636",66.2,"14,793",2.7
16,Idaho,1990,7,"727,001","490,512",67.5,"463,046",63.7,"27,466",5.6
17,Illinois,1990,7,"8,707,742","5,935,903",68.2,"5,569,597",64,"366,306",6.2
18,Indiana,1990,7,"4,197,972","2,801,069",66.7,"2,657,350",63.3,"143,719",5.1
19,Iowa,1990,7,"2,090,297","1,450,755",69.4,"1,387,192",66.4,"63,563",4.4
20,Kansas,1990,7,"1,825,083","1,273,350",69.8,"1,218,761",66.8,"54,589",4.3
21,Kentucky,1990,7,"2,805,348","1,754,566",62.5,"1,652,560",58.9,"102,006",5.8
22,Louisiana,1990,7,"3,085,149","1,868,401",60.6,"1,754,208",56.9,"114,193",6.1
23,Maine,1990,7,"941,838","633,213",67.2,"600,464",63.8,"32,749",5.2
24,Maryland,1990,7,"3,688,773","2,595,767",70.4,"2,479,740",67.2,"116,027",4.5
25,Massachusetts,1990,7,"4,722,930","3,213,813",68,"3,009,904",63.7,"203,909",6.3
26,Michigan,1990,7,"7,017,898","4,607,875",65.7,"4,269,706",60.8,"338,169",7.3
27,Minnesota,1990,7,"3,271,795","2,398,003",73.3,"2,284,198",69.8,"113,805",4.7
28,Mississippi,1990,7,"1,903,713","1,180,896",62,"1,094,273",57.5,"86,623",7.3
29,Missouri,1990,7,"3,866,071","2,606,132",67.4,"2,460,439",63.6,"145,693",5.6
30,Montana,1990,7,"594,764","396,825",66.7,"372,876",62.7,"23,949",6
31,Nebraska,1990,7,"1,163,706","825,262",70.9,"806,262",69.3,"19,000",2.3
32,Nevada,1990,7,"934,479","672,471",72,"640,972",68.6,"31,499",4.7
33,New Hampshire,1990,7,"850,670","620,688",73,"585,511",68.8,"35,177",5.7
34,New Jersey,1990,7,"6,057,248","4,061,113",67,"3,860,795",63.7,"200,318",4.9
35,New Mexico,1990,7,"1,116,486","715,142",64.1,"668,743",59.9,"46,399",6.5
36,New York,1990,7,"14,100,566","8,826,480",62.6,"8,369,459",59.4,"457,021",5.2
51000,New York city,1990,7,"5,860,410","3,332,970",56.9,"3,109,350",53.1,"223,620",6.7
37,North Carolina,1990,7,"5,099,410","3,480,168",68.2,"3,340,725",65.5,"139,443",4
38,North Dakota,1990,7,"465,504","317,326",68.2,"304,464",65.4,"12,862",4.1
39,Ohio,1990,7,"8,248,506","5,422,503",65.7,"5,121,394",62.1,"301,109",5.6
40,Oklahoma,1990,7,"2,344,322","1,524,055",65,"1,439,720",61.4,"84,335",5.5
41,Oregon,1990,7,"2,188,893","1,494,660",68.3,"1,411,175",64.5,"83,485",5.6
42,Pennsylvania,1990,7,"9,216,270","5,817,601",63.1,"5,505,278",59.7,"312,323",5.4
44,Rhode Island,1990,7,"778,418","526,201",67.6,"491,773",63.2,"34,428",6.5
45,South Carolina,1990,7,"2,615,846","1,748,756",66.9,"1,664,777",63.6,"83,979",4.8
46,South Dakota,1990,7,"500,622","347,065",69.3,"333,879",66.7,"13,186",3.8
47,Tennessee,1990,7,"3,770,166","2,398,238",63.6,"2,272,282",60.3,"125,956",5.3
48,Texas,1990,7,"12,586,209","8,613,510",68.4,"8,072,606",64.1,"540,904",6.3
49,Utah,1990,7,"1,161,139","823,893",71,"787,755",67.8,"36,138",4.4
50,Vermont,1990,7,"430,171","304,464",70.8,"289,467",67.3,"14,997",4.9
51,Virginia,1990,7,"4,657,894","3,254,138",69.9,"3,110,284",66.8,"143,854",4.4
53,Washington,1990,7,"3,666,702","2,525,850",68.9,"2,397,292",65.4,"128,558",5.1
54,West Virginia,1990,7,"1,401,135","761,997",54.4,"698,400",49.8,"63,597",8.3
55,Wisconsin,1990,7,"3,673,188","2,583,812",70.3,"2,474,683",67.4,"109,129",4.2
56,Wyoming,1990,7,"329,150","235,673",71.6,"223,297",67.8,"12,376",5.3
1,Alabama,1990,8,"3,083,417","1,909,381",61.9,"1,780,607",57.7,"128,774",6.7
2,Alaska,1990,8,"370,931","269,783",72.7,"250,362",67.5,"19,421",7.2
4,Arizona,1990,8,"2,777,270","1,794,651",64.6,"1,700,418",61.2,"94,233",5.3
5,Arkansas,1990,8,"1,785,294","1,130,188",63.3,"1,051,663",58.9,"78,525",6.9
6,California,1990,8,"22,594,732","15,154,118",67.1,"14,259,384",63.1,"894,734",5.9
37,Los Angeles County,1990,8,"6,731,372","4,488,554",66.7,"4,225,744",62.8,"262,810",5.9
8,Colorado,1990,8,"2,485,820","1,772,594",71.3,"1,679,978",67.6,"92,616",5.2
9,Connecticut,1990,8,"2,576,705","1,827,803",70.9,"1,733,055",67.3,"94,748",5.2
10,Delaware,1990,8,"513,609","357,441",69.6,"342,185",66.6,"15,256",4.3
11,District of Columbia,1990,8,"488,925","328,358",67.2,"306,736",62.7,"21,622",6.6
12,Florida,1990,8,"10,254,842","6,485,459",63.2,"6,083,808",59.3,"401,651",6.2
13,Georgia,1990,8,"4,883,087","3,296,777",67.5,"3,110,757",63.7,"186,020",5.6
15,Hawaii,1990,8,"813,049","554,299",68.2,"539,688",66.4,"14,611",2.6
16,Idaho,1990,8,"729,001","490,484",67.3,"462,975",63.5,"27,509",5.6
17,Illinois,1990,8,"8,712,991","5,937,864",68.1,"5,565,021",63.9,"372,843",6.3
18,Indiana,1990,8,"4,201,539","2,799,896",66.6,"2,655,124",63.2,"144,772",5.2
19,Iowa,1990,8,"2,091,625","1,452,167",69.4,"1,387,957",66.4,"64,210",4.4
20,Kansas,1990,8,"1,825,095","1,275,161",69.9,"1,219,420",66.8,"55,741",4.4
21,Kentucky,1990,8,"2,807,398","1,754,993",62.5,"1,651,228",58.8,"103,765",5.9
22,Louisiana,1990,8,"3,086,170","1,873,986",60.7,"1,755,511",56.9,"118,475",6.3
23,Maine,1990,8,"941,815","634,072",67.3,"599,394",63.6,"34,678",5.5
24,Maryland,1990,8,"3,691,597","2,601,064",70.5,"2,478,287",67.1,"122,777",4.7
25,Massachusetts,1990,8,"4,719,921","3,212,488",68.1,"3,000,968",63.6,"211,520",6.6
26,Michigan,1990,8,"7,022,598","4,604,080",65.6,"4,260,170",60.7,"343,910",7.5
27,Minnesota,1990,8,"3,274,480","2,402,958",73.4,"2,286,375",69.8,"116,583",4.9
28,Mississippi,1990,8,"1,904,815","1,181,976",62.1,"1,093,609",57.4,"88,367",7.5
29,Missouri,1990,8,"3,868,652","2,614,961",67.6,"2,461,431",63.6,"153,530",5.9
30,Montana,1990,8,"595,730","397,125",66.7,"372,679",62.6,"24,446",6.2
31,Nebraska,1990,8,"1,163,950","825,995",71,"806,929",69.3,"19,066",2.3
32,Nevada,1990,8,"940,405","675,858",71.9,"643,473",68.4,"32,385",4.8
33,New Hampshire,1990,8,"850,766","620,423",72.9,"584,567",68.7,"35,856",5.8
34,New Jersey,1990,8,"6,059,426","4,064,134",67.1,"3,856,194",63.6,"207,940",5.1
35,New Mexico,1990,8,"1,118,698","715,813",64,"668,820",59.8,"46,993",6.6
36,New York,1990,8,"14,099,647","8,824,261",62.6,"8,356,326",59.3,"467,935",5.3
51000,New York city,1990,8,"5,859,540","3,332,467",56.9,"3,103,512",53,"228,955",6.9
37,North Carolina,1990,8,"5,107,897","3,481,055",68.2,"3,335,029",65.3,"146,026",4.2
38,North Dakota,1990,8,"465,576","317,520",68.2,"304,668",65.4,"12,852",4
39,Ohio,1990,8,"8,253,435","5,422,298",65.7,"5,119,751",62,"302,547",5.6
40,Oklahoma,1990,8,"2,346,510","1,522,742",64.9,"1,436,718",61.2,"86,024",5.6
41,Oregon,1990,8,"2,194,164","1,499,180",68.3,"1,413,605",64.4,"85,575",5.7
42,Pennsylvania,1990,8,"9,219,880","5,817,922",63.1,"5,496,912",59.6,"321,010",5.5
44,Rhode Island,1990,8,"778,906","526,870",67.6,"491,482",63.1,"35,388",6.7
45,South Carolina,1990,8,"2,620,824","1,751,456",66.8,"1,665,910",63.6,"85,546",4.9
46,South Dakota,1990,8,"500,711","347,329",69.4,"334,280",66.8,"13,049",3.8
47,Tennessee,1990,8,"3,774,761","2,396,955",63.5,"2,268,658",60.1,"128,297",5.4
48,Texas,1990,8,"12,605,811","8,624,329",68.4,"8,079,081",64.1,"545,248",6.3
49,Utah,1990,8,"1,164,587","826,503",71,"790,641",67.9,"35,862",4.3
50,Vermont,1990,8,"430,195","303,832",70.6,"288,419",67,"15,413",5.1
51,Virginia,1990,8,"4,663,021","3,264,818",70,"3,113,083",66.8,"151,735",4.6
53,Washington,1990,8,"3,674,946","2,524,018",68.7,"2,395,070",65.2,"128,948",5.1
54,West Virginia,1990,8,"1,402,012","763,439",54.5,"697,284",49.7,"66,155",8.7
55,Wisconsin,1990,8,"3,677,644","2,587,202",70.3,"2,474,310",67.3,"112,892",4.4
56,Wyoming,1990,8,"329,172","235,542",71.6,"223,130",67.8,"12,412",5.3
1,Alabama,1990,9,"3,087,219","1,910,470",61.9,"1,779,552",57.6,"130,918",6.9
2,Alaska,1990,9,"371,922","270,431",72.7,"250,882",67.5,"19,549",7.2
4,Arizona,1990,9,"2,785,054","1,794,390",64.4,"1,700,616",61.1,"93,774",5.2
5,Arkansas,1990,9,"1,787,706","1,130,918",63.3,"1,051,250",58.8,"79,668",7
6,California,1990,9,"22,614,824","15,146,683",67,"14,218,178",62.9,"928,505",6.1
37,Los Angeles County,1990,9,"6,731,881","4,479,103",66.5,"4,207,624",62.5,"271,479",6.1
8,Colorado,1990,9,"2,490,798","1,776,344",71.3,"1,684,406",67.6,"91,938",5.2
9,Connecticut,1990,9,"2,576,168","1,828,723",71,"1,732,995",67.3,"95,728",5.2
10,Delaware,1990,9,"513,685","362,010",70.5,"341,257",66.4,"20,753",5.7
11,District of Columbia,1990,9,"487,290","327,849",67.3,"305,898",62.8,"21,951",6.7
12,Florida,1990,9,"10,279,197","6,492,799",63.2,"6,081,382",59.2,"411,417",6.3
13,Georgia,1990,9,"4,893,098","3,298,317",67.4,"3,108,156",63.5,"190,161",5.8
15,Hawaii,1990,9,"814,180","556,329",68.3,"541,914",66.6,"14,415",2.6
16,Idaho,1990,9,"731,001","491,077",67.2,"463,386",63.4,"27,691",5.6
17,Illinois,1990,9,"8,719,240","5,939,296",68.1,"5,562,043",63.8,"377,253",6.4
18,Indiana,1990,9,"4,206,106","2,799,912",66.6,"2,652,779",63.1,"147,133",5.3
19,Iowa,1990,9,"2,092,953","1,453,323",69.4,"1,388,237",66.3,"65,086",4.5
20,Kansas,1990,9,"1,826,106","1,276,555",69.9,"1,219,572",66.8,"56,983",4.5
21,Kentucky,1990,9,"2,809,448","1,755,545",62.5,"1,649,283",58.7,"106,262",6.1
22,Louisiana,1990,9,"3,088,192","1,879,329",60.9,"1,756,504",56.9,"122,825",6.5
23,Maine,1990,9,"942,791","635,440",67.4,"598,533",63.5,"36,907",5.8
24,Maryland,1990,9,"3,694,422","2,604,825",70.5,"2,475,783",67,"129,042",5
25,Massachusetts,1990,9,"4,717,911","3,211,029",68.1,"2,991,114",63.4,"219,915",6.8
26,Michigan,1990,9,"7,029,298","4,598,263",65.4,"4,247,402",60.4,"350,861",7.6
27,Minnesota,1990,9,"3,278,166","2,407,369",73.4,"2,288,305",69.8,"119,064",4.9
28,Mississippi,1990,9,"1,905,917","1,184,065",62.1,"1,093,289",57.4,"90,776",7.7
29,Missouri,1990,9,"3,871,234","2,624,078",67.8,"2,461,882",63.6,"162,196",6.2
30,Montana,1990,9,"595,696","397,898",66.8,"372,900",62.6,"24,998",6.3
31,Nebraska,1990,9,"1,165,194","826,910",71,"807,699",69.3,"19,211",2.3
32,Nevada,1990,9,"946,331","678,994",71.8,"645,663",68.2,"33,331",4.9
33,New Hampshire,1990,9,"850,862","620,101",72.9,"583,317",68.6,"36,784",5.9
34,New Jersey,1990,9,"6,061,604","4,066,548",67.1,"3,849,421",63.5,"217,127",5.3
35,New Mexico,1990,9,"1,120,910","716,413",63.9,"668,784",59.7,"47,629",6.6
36,New York,1990,9,"14,101,728","8,819,361",62.5,"8,337,742",59.1,"481,619",5.5
51000,New York city,1990,9,"5,859,570","3,329,505",56.8,"3,095,011",52.8,"234,494",7
37,North Carolina,1990,9,"5,117,384","3,483,375",68.1,"3,329,225",65.1,"154,150",4.4
38,North Dakota,1990,9,"465,648","317,567",68.2,"304,787",65.5,"12,780",4
39,Ohio,1990,9,"8,258,364","5,421,711",65.7,"5,116,789",62,"304,922",5.6
40,Oklahoma,1990,9,"2,348,699","1,521,096",64.8,"1,432,703",61,"88,393",5.8
41,Oregon,1990,9,"2,199,434","1,502,477",68.3,"1,415,361",64.4,"87,116",5.8
42,Pennsylvania,1990,9,"9,225,490","5,821,703",63.1,"5,489,905",59.5,"331,798",5.7
44,Rhode Island,1990,9,"778,394","527,143",67.7,"490,944",63.1,"36,199",6.9
45,South Carolina,1990,9,"2,624,802","1,752,999",66.8,"1,665,968",63.5,"87,031",5
46,South Dakota,1990,9,"501,799","347,499",69.3,"334,613",66.7,"12,886",3.7
47,Tennessee,1990,9,"3,779,356","2,396,061",63.4,"2,264,122",59.9,"131,939",5.5
48,Texas,1990,9,"12,627,412","8,635,946",68.4,"8,084,845",64,"551,101",6.4
49,Utah,1990,9,"1,169,036","829,034",70.9,"793,281",67.9,"35,753",4.3
50,Vermont,1990,9,"431,219","303,385",70.4,"287,371",66.6,"16,014",5.3
51,Virginia,1990,9,"4,668,149","3,275,145",70.2,"3,115,380",66.7,"159,765",4.9
53,Washington,1990,9,"3,684,189","2,523,262",68.5,"2,392,300",64.9,"130,962",5.2
54,West Virginia,1990,9,"1,402,888","764,904",54.5,"696,200",49.6,"68,704",9
55,Wisconsin,1990,9,"3,682,099","2,590,870",70.4,"2,473,794",67.2,"117,076",4.5
56,Wyoming,1990,9,"330,193","235,487",71.3,"223,023",67.5,"12,464",5.3
1,Alabama,1990,10,"3,090,021","1,911,531",61.9,"1,778,322",57.6,"133,209",7
2,Alaska,1990,10,"372,914","271,020",72.7,"251,322",67.4,"19,698",7.3
4,Arizona,1990,10,"2,792,838","1,792,733",64.2,"1,699,542",60.9,"93,191",5.2
5,Arkansas,1990,10,"1,789,118","1,131,277",63.2,"1,050,347",58.7,"80,930",7.2
6,California,1990,10,"22,634,915","15,137,817",66.9,"14,172,062",62.6,"965,755",6.4
37,Los Angeles County,1990,10,"6,732,290","4,469,438",66.4,"4,188,405",62.2,"281,033",6.3
8,Colorado,1990,10,"2,496,775","1,778,830",71.2,"1,687,678",67.6,"91,152",5.1
9,Connecticut,1990,10,"2,576,631","1,829,477",71,"1,732,529",67.2,"96,948",5.3
10,Delaware,1990,10,"514,761","363,281",70.6,"340,386",66.1,"22,895",6.3
11,District of Columbia,1990,10,"486,656","327,210",67.2,"305,039",62.7,"22,171",6.8
12,Florida,1990,10,"10,303,552","6,497,505",63.1,"6,075,768",59,"421,737",6.5
13,Georgia,1990,10,"4,903,109","3,297,596",67.3,"3,104,366",63.3,"193,230",5.9
15,Hawaii,1990,10,"815,312","558,598",68.5,"544,328",66.8,"14,270",2.6
16,Idaho,1990,10,"734,001","492,280",67.1,"464,136",63.2,"28,144",5.7
17,Illinois,1990,10,"8,725,489","5,938,770",68.1,"5,559,348",63.7,"379,422",6.4
18,Indiana,1990,10,"4,210,674","2,799,825",66.5,"2,648,633",62.9,"151,192",5.4
19,Iowa,1990,10,"2,094,281","1,454,304",69.4,"1,388,137",66.3,"66,167",4.5
20,Kansas,1990,10,"1,827,118","1,277,424",69.9,"1,219,169",66.7,"58,255",4.6
21,Kentucky,1990,10,"2,812,498","1,756,207",62.4,"1,646,349",58.5,"109,858",6.3
22,Louisiana,1990,10,"3,089,213","1,883,782",61,"1,756,957",56.9,"126,825",6.7
23,Maine,1990,10,"942,768","637,574",67.6,"598,075",63.4,"39,499",6.2
